Id,Predicted
74844,5265
74846,14988
74847,8166
74848,3633
74849,5092
74850,587
74851,10668
74852,2639
74853,5035
74854,9281
74855,1841
74856,7496
74857,3025
74858,1043
74859,6656
74860,4131
74861,13704
74862,631
74863,11558
74864,2931
74865,10272
74866,7515
74867,10229
74868,2606
74869,5824
74870,15481
74871,10003
74872,78
74873,2780
74874,468
74875,15183
74877,6072
74878,11004
74879,1319
74880,9219
74881,10355
74882,7818
74883,12838
74884,1825
74885,8122
74886,6609
74887,696
74888,14629
74889,11602
74890,2999
74891,12514
74893,8586
74894,13957
74895,5076
74896,12371
74897,14391
74898,13152
74899,7176
74900,8480
74901,11951
74902,9113
74904,12644
74905,14448
74906,1666
74907,7737
74908,8342
74909,6179
74910,15159
74911,6679
74912,11253
74913,7141
74914,13457
74915,6741
74916,684
74917,4753
74919,12085
74920,2102
74921,2465
74922,11073
74923,4592
74924,5571
74925,11852
74926,7900
74927,11589
74929,4148
74930,3842
74933,7264
74934,8120
74935,97
74936,776
74937,5341
74938,11169
74939,14598
74940,1415
74941,9753
74942,836
74943,5648
74944,2277
74945,10999
74946,11292
74947,2998
74948,7053
74949,3849
74950,10585
74952,7164
74953,2383
74954,14458
74955,7824
74956,4185
74957,8632
74958,12217
74959,11727
74960,8996
74961,12126
74962,14679
74963,7993
74964,9016
74965,4706
74966,1852
74967,7668
74968,6106
74969,6037
74971,14050
74972,10439
74973,511
74974,4969
74975,10225
74976,8546
74977,9996
74978,10442
74980,9920
74981,9234
74982,5232
74983,199
74984,5451
74985,3687
74986,9310
74987,6244
74988,843
74989,11586
74990,12906
74991,9449
74992,5736
74993,5914
74994,14328
74995,4213
74996,8551
74997,6538
74998,5026
74999,11725
75000,11190
75001,4980
75002,3672
75003,11848
75004,8983
75005,970
75006,7309
75007,10904
75008,593
75009,3975
75010,355
75011,1500
75012,9968
75013,3540
75014,11867
75015,9257
75016,7016
75017,4472
75018,11184
75019,8325
75020,2051
75021,11752
75022,10566
75023,3487
75024,13683
75025,5398
75026,9764
75027,12975
75028,13410
75029,9423
75030,9924
75031,13516
75032,3054
75033,7006
75034,9293
75035,7179
75036,2903
75037,13252
75038,8289
75039,11892
75040,13248
75041,3508
75042,13447
75043,4510
75044,14421
75045,13613
75046,6086
75047,2676
75048,6930
75049,14187
75050,5365
75051,4922
75052,15151
75053,1841
75054,8438
75055,1039
75056,5998
75057,3372
75058,12161
75059,1962
75060,563
75061,6559
75062,7196
75063,8530
75064,1471
75065,8647
75066,13694
75067,3230
75068,8946
75069,9441
75070,1193
75071,10718
75072,6386
75074,7491
75075,11241
75076,5051
75077,15159
75078,7680
75079,5750
75080,7641
75081,4740
75083,12416
75084,6415
75085,6904
75086,10386
75087,7056
75088,2665
75089,12776
75090,15237
75091,13551
75092,8597
75093,750
75094,15338
75095,9270
75096,14659
75097,1290
75098,8565
75099,15180
75100,11412
75101,2097
75102,1675
75103,11237
75104,9476
75105,14434
75106,12628
75107,12040
75108,10116
75109,7351
75110,13340
75111,3212
75112,828
75113,6217
75114,14138
75115,6256
75116,6533
75117,218
75118,14274
75119,12205
75120,3292
75121,8950
75122,14094
75123,9418
75124,14284
75125,13219
75126,5242
75127,9022
75128,2220
75129,11421
75130,2647
75131,979
75132,11616
75133,2689
75134,11704
75135,6363
75136,13293
75137,4529
75138,6186
75140,15138
75141,5499
75142,13651
75143,10673
75144,9910
75145,11675
75146,3449
75147,12834
75148,7309
75149,10860
75150,9397
75151,14363
75152,7745
75153,7529
75154,7513
75155,3415
75156,6309
75157,2579
75158,12671
75159,6143
75160,1022
75161,9724
75162,5925
75163,7348
75164,3984
75165,9811
75166,14279
75167,11703
75168,1826
75169,10718
75170,9794
75171,10545
75172,6812
75173,3773
75175,9804
75176,9515
75177,4120
75178,49
75179,4159
75180,11828
75181,9445
75182,7746
75183,13200
75185,13114
75186,8857
75187,673
75188,6799
75189,2677
75190,5670
75191,3048
75192,2826
75193,7698
75194,11446
75195,1011
75196,8654
75197,8374
75198,1897
75199,3502
75200,10430
75201,573
75202,9772
75203,12979
75204,8825
75205,12468
75206,5633
75207,5607
75208,5303
75209,13570
75210,8776
75211,11157
75212,2011
75213,14236
75214,10080
75215,1855
75216,3757
75217,1100
75218,6808
75219,9312
75220,5869
75221,11652
75222,4305
75223,6756
75224,11451
75225,2316
75226,5855
75227,941
75228,13271
75229,5429
75230,2482
75231,6586
75232,382
75233,7952
75234,6320
75235,4248
75236,4969
75237,4203
75238,348
75239,13918
75240,2242
75241,12301
75242,7046
75243,14108
75244,8437
75245,7969
75246,4356
75247,14791
75248,14078
75249,13420
75250,8729
75251,11458
75252,12124
75253,3247
75254,3265
75255,7480
75256,14954
75257,10065
75258,577
75259,9746
75260,13821
75261,15225
75262,14192
75263,9263
75264,7273
75265,10700
75266,4354
75267,13561
75268,826
75269,13559
75270,7488
75271,1667
75272,10496
75273,15216
75274,15381
75275,1518
75277,2895
75278,4972
75279,7574
75280,6448
75281,4609
75282,12138
75283,15195
75284,7776
75285,9467
75286,13524
75287,9240
75288,4516
75289,7226
75290,3636
75291,4989
75292,15410
75293,7196
75295,3950
75296,1782
75297,669
75298,1299
75299,4598
75300,5901
75301,14279
75302,11862
75303,3497
75304,11608
75305,14671
75306,1840
75307,9702
75308,8429
75309,5286
75310,518
75311,2848
75312,5757
75313,3362
75314,9982
75315,14420
75316,13167
75317,8880
75318,12801
75319,14631
75320,12031
75321,14847
75323,809
75324,2547
75325,13313
75326,466
75327,10260
75328,2463
75329,15216
75330,6619
75332,5214
75333,6827
75334,14627
75335,2928
75336,4826
75337,4312
75338,9262
75339,3312
75340,2238
75342,9522
75343,2506
75344,11262
75345,2690
75346,6689
75347,7451
75348,743
75349,2518
75350,14353
75351,11410
75352,11731
75353,10037
75354,4157
75355,8471
75356,10571
75357,8831
75358,12468
75359,9420
75360,6975
75361,10060
75362,5536
75363,11330
75364,4699
75365,4097
75366,13805
75367,3393
75368,830
75369,1607
75370,9803
75371,2626
75373,6834
75374,9550
75375,9036
75376,5494
75377,6830
75378,8363
75380,4333
75381,11069
75382,14714
75383,1374
75384,4081
75385,11501
75386,15069
75387,10530
75388,5737
75389,6849
75390,13724
75392,4946
75393,3593
75394,3016
75395,14922
75396,11421
75397,1437
75398,12269
75399,10109
75400,6618
75401,2245
75402,1387
75403,3833
75404,5790
75405,10778
75406,7173
75407,12077
75408,6751
75409,5911
75410,7365
75411,3995
75412,3695
75413,2423
75414,4033
75415,12220
75416,10368
75417,10242
75418,3108
75419,13166
75420,370
75421,931
75422,8220
75423,10838
75424,1128
75425,13773
75426,13263
75427,5524
75429,11689
75430,13477
75431,13640
75432,6463
75433,3256
75434,10983
75436,12820
75437,14405
75438,6952
75439,13241
75440,1780
75441,3315
75442,13965
75443,14886
75444,2850
75445,9610
75446,15366
75447,10811
75448,1991
75449,2670
75450,4699
75451,10724
75452,3411
75453,11120
75454,7336
75455,9490
75456,2235
75458,10886
75459,5386
75460,12890
75461,6089
75462,10999
75463,6814
75467,10843
75468,13527
75469,9369
75470,13456
75471,7391
75472,10296
75473,13575
75474,7222
75475,3469
75476,796
75477,10845
75478,7334
75479,10859
75480,6363
75481,15063
75482,102
75483,7087
75485,14741
75486,3897
75487,6988
75488,7371
75489,10648
75490,11316
75491,6764
75492,14290
75493,4179
75494,12999
75495,10218
75496,6282
75497,9328
75498,1333
75499,5910
75500,7030
75501,7104
75502,1782
75503,11071
75504,10387
75505,4755
75506,9587
75507,5660
75509,549
75510,13484
75512,7510
75513,12745
75514,8095
75515,14928
75516,6659
75517,4874
75518,9730
75519,10346
75520,8689
75521,10280
75522,8975
75523,15402
75524,8787
75525,13046
75526,13646
75527,2813
75528,8379
75529,6222
75530,13086
75531,4747
75532,9273
75533,8982
75534,5415
75536,8802
75537,3542
75538,5929
75539,629
75540,324
75541,13260
75542,3599
75544,10616
75545,3337
75546,12113
75547,8568
75548,6354
75549,10090
75550,10975
75552,4761
75553,6260
75554,3035
75555,9589
75556,4335
75557,4059
75558,11464
75559,5335
75560,9748
75561,6457
75562,12583
75563,11890
75564,10246
75565,7644
75566,4602
75567,8191
75568,9218
75569,287
75570,11186
75571,4928
75572,13861
75573,1646
75574,12273
75575,9659
75576,7497
75577,13956
75578,8351
75580,10704
75581,12083
75582,8902
75583,6403
75584,5482
75585,1179
75586,1496
75587,12594
75588,8587
75589,13389
75590,12864
75591,3341
75592,14635
75593,11800
75594,3183
75595,4090
75596,6688
75597,14374
75598,2348
75599,11321
75600,8431
75601,8340
75602,13117
75603,11387
75604,5963
75605,4300
75606,6686
75607,12141
75608,2563
75609,11824
75610,8576
75611,12624
75612,12173
75613,12846
75614,14427
75615,13716
75616,4584
75617,9796
75619,1350
75620,11899
75621,9460
75622,6208
75623,4645
75624,3785
75625,5171
75626,11148
75627,4908
75628,6972
75629,287
75630,3539
75631,10506
75632,2249
75633,8526
75634,14381
75635,7814
75636,3167
75637,4988
75638,11476
75639,5364
75640,4032
75641,5792
75642,11892
75643,14752
75644,749
75645,7062
75647,3692
75648,2146
75649,5914
75650,11004
75651,5683
75652,14066
75653,2542
75654,8172
75655,12097
75656,13168
75657,4282
75658,3729
75659,12861
75660,3059
75662,388
75663,6706
75665,14575
75666,10416
75667,6512
75668,3939
75669,6662
75670,4675
75671,1010
75672,11721
75673,5698
75674,3404
75675,1771
75676,106
75677,11336
75678,8507
75679,10462
75680,9522
75681,13573
75682,2991
75683,10277
75684,6234
75685,12261
75686,13437
75687,12703
75688,10461
75689,11355
75690,6874
75691,13481
75692,1406
75693,1618
75694,661
75695,9206
75696,7309
75697,10097
75698,9336
75699,5593
75700,14052
75701,1433
75702,5120
75703,3133
75704,68
75705,900
75706,2718
75707,10414
75708,11571
75709,12074
75710,7818
75711,5328
75712,8363
75713,8619
75714,4348
75715,5145
75716,1221
75717,8057
75718,11772
75719,11102
75721,10062
75722,8877
75723,7276
75724,9713
75725,2177
75726,14485
75727,10966
75728,11634
75729,4057
75730,10199
75731,5312
75732,11483
75733,13150
75734,4806
75735,11895
75736,9525
75737,3504
75738,4248
75739,10871
75741,2853
75742,1675
75743,10855
75744,10157
75745,10279
75746,4778
75747,6553
75748,1019
75749,8407
75750,4416
75751,404
75752,14755
75753,10414
75754,4745
75755,6755
75756,1007
75757,9474
75758,4167
75759,10221
75760,2504
75761,3757
75762,1378
75763,9115
75764,4815
75765,12075
75766,2374
75767,14198
75768,8502
75770,2898
75771,9745
75772,5194
75773,9963
75774,4279
75776,7894
75777,13577
75778,2093
75779,12986
75780,4061
75781,2076
75782,6330
75783,9415
75784,999
75785,2264
75786,5718
75787,5290
75788,1090
75789,2722
75790,3831
75791,1520
75792,14209
75793,1664
75795,194
75796,4669
75797,5099
75798,7853
75799,806
75800,4541
75802,15296
75803,3338
75804,11303
75805,4394
75806,12528
75807,5946
75808,2163
75810,1145
75811,3742
75812,14754
75813,12834
75814,12376
75815,546
75817,9108
75818,10932
75819,1538
75820,15224
75821,11364
75822,2094
75823,2277
75824,7951
75825,1125
75826,11939
75827,8429
75828,2724
75829,9819
75830,4809
75831,11017
75832,6693
75833,2853
75834,13391
75835,6751
75836,6779
75837,8605
75838,14262
75839,8550
75840,1362
75841,12655
75842,5524
75843,14208
75844,937
75845,1134
75846,1840
75847,524
75848,6043
75849,8210
75850,2485
75852,1067
75853,5533
75854,2472
75855,11813
75856,8156
75857,15300
75858,14127
75859,14483
75860,605
75861,4608
75862,9362
75863,2162
75864,7831
75865,7706
75866,9696
75867,12432
75868,4615
75870,12408
75871,6168
75872,293
75873,5749
75874,774
75875,6182
75876,1452
75877,4698
75878,14133
75879,9481
75880,1661
75881,3123
75882,5064
75883,12930
75884,13671
75885,15016
75886,9774
75887,11192
75888,5299
75889,12567
75890,6045
75891,9130
75892,1970
75893,4127
75894,3208
75895,1333
75896,12629
75897,8955
75898,11280
75899,1984
75901,7072
75902,13271
75903,900
75904,6522
75905,10046
75906,2478
75907,14634
75908,1828
75909,1674
75910,3824
75911,6862
75912,737
75913,15179
75914,12007
75915,13382
75916,10166
75917,13664
75918,12525
75919,4464
75920,1128
75921,8367
75922,565
75923,1338
75924,4067
75926,14464
75927,4311
75928,6999
75929,5802
75930,4818
75931,14866
75932,4045
75933,565
75934,2896
75935,8009
75936,5844
75937,8432
75938,8630
75939,1620
75940,602
75941,7130
75942,14712
75943,8716
75944,2710
75945,13177
75946,9008
75948,12563
75949,2854
75950,3771
75951,13807
75952,9648
75953,1746
75954,14333
75955,5941
75956,12833
75957,5526
75958,7144
75959,4203
75960,13887
75961,4145
75962,11370
75963,9497
75964,724
75965,10227
75966,12950
75967,5102
75968,2729
75969,2481
75970,9825
75971,5360
75972,13176
75973,7541
75974,9488
75975,9817
75976,9280
75977,2157
75978,10256
75979,14367
75980,5232
75982,7383
75983,4697
75984,3901
75985,14934
75987,1347
75988,7664
75989,10188
75990,8846
75991,817
75992,12890
75993,2170
75994,11601
75995,14088
75996,11101
75997,15154
75998,4420
75999,779
76000,751
76001,11244
76003,14025
76004,15488
76005,2961
76006,8746
76007,1316
76008,15229
76009,2263
76010,10665
76011,9787
76012,832
76013,12546
76014,9069
76015,10366
76016,1741
76017,3760
76018,13887
76020,4057
76022,7331
76023,12328
76025,14145
76026,8043
76027,10383
76028,8260
76029,5330
76030,7943
76031,10734
76032,11102
76033,13431
76034,8664
76036,7930
76037,2355
76038,12334
76039,417
76040,2608
76041,14933
76043,2605
76044,13584
76045,10101
76046,470
76047,13933
76048,14055
76049,14948
76050,1741
76051,10347
76052,10050
76053,6257
76054,4634
76056,3020
76057,13255
76058,9638
76059,13656
76060,2628
76061,14441
76062,8926
76063,3824
76064,14210
76065,10946
76066,12454
76067,5158
76068,493
76069,12904
76070,7606
76071,5160
76072,3944
76073,5863
76074,1659
76075,8493
76076,4076
76077,5073
76078,1926
76079,12414
76080,13926
76081,1762
76082,1181
76083,806
76084,3094
76085,12141
76086,11583
76087,5505
76088,13246
76089,1875
76090,15150
76091,10234
76092,982
76093,426
76094,4938
76096,6289
76097,7590
76098,9144
76099,1358
76100,1119
76101,9573
76102,4557
76103,8555
76104,6262
76105,13224
76106,648
76107,6776
76108,7725
76109,7621
76110,15307
76111,1632
76112,7477
76113,4779
76114,8530
76115,1163
76116,6005
76117,11192
76118,8271
76120,6919
76121,14908
76122,3578
76123,4223
76124,2656
76125,12373
76126,2706
76127,779
76128,13115
76129,5480
76130,5276
76131,1977
76133,13323
76134,12803
76135,5081
76136,9695
76137,12163
76138,8600
76139,10939
76140,262
76141,5650
76142,2466
76143,551
76144,2075
76145,11702
76146,291
76147,3086
76148,2489
76149,13184
76150,1194
76151,14875
76152,7320
76153,14117
76154,9363
76155,1404
76156,14704
76157,515
76158,2338
76159,11471
76160,5979
76161,7840
76162,15316
76163,12610
76164,12877
76165,6394
76166,6157
76167,6463
76168,3030
76170,12433
76171,14483
76172,3793
76173,1204
76174,4147
76175,12778
76176,1580
76177,9761
76178,9990
76179,10353
76180,1543
76181,3695
76182,6813
76183,6593
76184,6626
76185,10163
76187,3487
76188,9488
76189,12716
76190,2737
76191,7673
76192,2739
76193,6947
76195,8687
76196,2928
76197,8808
76198,3862
76199,4729
76200,3666
76201,9549
76202,12380
76203,7965
76204,5596
76205,13182
76206,14405
76207,9176
76208,10398
76209,2018
76210,11096
76211,5483
76212,10711
76213,2571
76214,8302
76215,10533
76216,11854
76217,4819
76218,2127
76219,3315
76220,3660
76221,10377
76222,1403
76223,12838
76226,1845
76227,15329
76228,8776
76229,10971
76230,8050
76231,12948
76232,11921
76233,4349
76234,5908
76236,8443
76237,11878
76238,492
76239,15083
76240,6900
76241,2473
76242,5480
76243,11151
76244,14403
76246,13962
76247,14821
76248,13379
76249,12608
76250,7541
76251,9121
76252,9010
76254,6187
76255,720
76257,4177
76258,15126
76259,7970
76260,3771
76261,706
76262,7706
76263,2347
76264,3851
76265,9284
76266,5367
76267,7700
76268,11660
76269,4593
76270,9419
76271,3249
76272,1630
76273,10513
76274,4043
76275,11752
76276,13310
76277,15176
76278,2952
76279,14532
76280,12976
76281,5217
76282,12788
76283,4638
76284,4737
76285,4562
76286,1074
76287,8887
76288,8012
76290,8270
76291,6076
76292,4481
76293,2290
76294,7782
76295,10309
76296,8773
76297,10472
76298,8365
76299,13098
76300,14487
76301,3266
76303,8054
76305,8105
76306,11145
76307,14491
76308,11842
76309,5627
76311,4499
76312,7223
76313,4473
76314,10918
76315,7985
76316,8088
76317,3103
76318,2377
76319,5713
76320,12743
76321,7975
76322,3096
76323,10271
76324,14680
76325,418
76326,2472
76327,1745
76328,6019
76329,8099
76330,3752
76331,8219
76332,8618
76333,13869
76334,3743
76335,2217
76336,12992
76337,5804
76338,3572
76339,10829
76340,15251
76341,6327
76342,9717
76343,1461
76344,1780
76345,6630
76346,2096
76347,7703
76348,14537
76349,6498
76351,12568
76352,15092
76353,208
76354,729
76356,9416
76357,3442
76359,6934
76360,8841
76361,14841
76362,8402
76363,13976
76364,5941
76365,4974
76366,11625
76367,3077
76368,7194
76369,15442
76370,6711
76371,5194
76373,5281
76374,11444
76375,9138
76376,10483
76377,14422
76378,5636
76379,6963
76380,7724
76381,5634
76382,5340
76383,12241
76384,9529
76385,8877
76386,3822
76387,12538
76388,551
76389,7223
76390,3085
76391,11831
76392,11213
76393,14785
76394,2247
76395,3153
76396,7167
76397,13987
76398,3405
76399,3694
76400,12042
76401,7110
76402,15284
76403,15116
76404,14579
76406,10954
76407,4198
76408,14565
76409,113
76410,12996
76411,10861
76412,13941
76413,13225
76414,14011
76415,9529
76416,10611
76417,3898
76418,4689
76419,7206
76420,4438
76421,958
76422,6147
76423,6998
76424,972
76425,6227
76426,9266
76427,1383
76428,5775
76429,8142
76430,8647
76431,12914
76432,30
76433,4558
76434,1029
76435,2917
76436,13885
76437,5384
76438,10548
76439,10828
76440,5476
76441,8573
76442,10385
76443,15151
76444,9662
76445,905
76446,8861
76447,8148
76448,3909
76449,6830
76450,13982
76451,11607
76452,15037
76453,11758
76454,8244
76455,3793
76456,12843
76458,1688
76459,5971
76460,8235
76461,10771
76462,5404
76463,10377
76464,4886
76465,14656
76466,14014
76467,1681
76468,10530
76469,7828
76470,7559
76471,11892
76472,14596
76473,728
76475,1226
76476,6351
76477,1397
76478,4170
76479,6974
76480,6007
76481,12963
76482,10706
76483,2601
76484,11554
76485,6475
76486,12070
76487,8089
76488,14967
76489,2768
76490,8025
76491,5834
76493,7894
76494,7356
76495,10499
76496,13319
76497,12812
76498,4156
76499,1212
76500,9501
76501,14867
76502,7271
76503,11064
76504,12496
76505,12606
76506,2746
76507,2790
76508,3828
76509,2545
76510,8561
76512,9307
76513,12507
76514,133
76515,9792
76516,14743
76517,10612
76518,985
76519,1279
76520,3654
76521,5642
76522,8464
76523,11221
76524,7993
76525,1682
76526,429
76527,4128
76528,13065
76529,333
76530,5157
76531,2871
76532,13815
76533,13235
76534,10024
76535,569
76536,14373
76537,8924
76538,11470
76539,5703
76541,12828
76543,12248
76544,1225
76545,13082
76546,7200
76547,13920
76548,15023
76549,9623
76550,2230
76551,12573
76552,6022
76553,11813
76554,4493
76555,3414
76556,14469
76557,6398
76558,5614
76559,12222
76560,12553
76562,11317
76563,9460
76564,6585
76565,2773
76567,13770
76568,12332
76569,15298
76570,12868
76571,13020
76572,61
76573,8562
76574,12811
76577,11114
76578,2230
76579,10957
76580,16
76581,12570
76582,2853
76583,14488
76584,5773
76585,8745
76587,10357
76588,10769
76589,3201
76590,10891
76591,6890
76592,8569
76593,6363
76594,9971
76595,9904
76596,12433
76598,4022
76599,12034
76600,7442
76601,15372
76602,6888
76603,12285
76604,2969
76605,3608
76606,10023
76607,9313
76608,12856
76609,7558
76610,8652
76611,8528
76612,8672
76613,10302
76614,11319
76615,216
76616,3851
76617,4015
76618,6352
76619,14526
76620,11191
76621,4632
76622,11705
76623,11060
76624,5350
76625,11385
76626,2886
76627,1498
76628,3936
76629,4036
76630,14250
76631,4198
76632,9762
76633,4615
76634,2963
76635,12129
76636,13826
76637,13121
76638,5657
76639,3165
76641,13043
76642,14961
76643,14320
76644,3060
76645,14053
76646,7567
76647,8440
76648,5371
76649,4837
76650,13870
76651,2768
76652,2873
76653,9865
76654,477
76655,13649
76656,5149
76657,6248
76659,4889
76660,13855
76661,9360
76662,8346
76663,1816
76664,4102
76665,6871
76666,2432
76667,3160
76668,6044
76670,2607
76671,14874
76672,8596
76673,7690
76674,14968
76675,14346
76676,1403
76677,10738
76678,2957
76680,14542
76681,9797
76682,11277
76683,3718
76684,8232
76685,4109
76686,10462
76687,3319
76688,7288
76689,7142
76690,10151
76691,9625
76692,4292
76693,6615
76694,1772
76695,3593
76696,399
76697,14536
76698,12291
76699,13341
76700,11425
76701,13160
76702,12802
76703,4468
76704,11395
76705,14191
76707,5630
76709,9771
76710,895
76711,15093
76712,9400
76713,5740
76714,5115
76715,11990
76716,8336
76717,3477
76718,1071
76719,162
76720,6973
76721,13620
76722,3334
76723,12731
76724,3037
76725,10226
76726,12420
76727,1727
76728,14518
76729,5760
76730,7774
76732,6397
76733,2608
76734,3101
76735,4241
76736,15174
76737,8928
76738,3613
76739,1311
76740,11743
76741,3249
76742,7388
76743,11260
76744,13407
76745,15468
76746,367
76747,7310
76748,10847
76749,12297
76750,10249
76751,8221
76752,4874
76754,5715
76755,1572
76756,9373
76757,5480
76758,13186
76759,6267
76760,6986
76761,15417
76762,10104
76763,1303
76764,11625
76765,7026
76766,13098
76767,4362
76768,9498
76769,6969
76770,3302
76771,6392
76773,13486
76774,8501
76775,9629
76776,3633
76777,5743
76778,6234
76779,10810
76780,7049
76781,9211
76782,5834
76783,14464
76784,11858
76785,12621
76786,14063
76787,9733
76788,15237
76789,12451
76790,11250
76791,6576
76792,1341
76793,3620
76795,13804
76796,1494
76797,3354
76798,402
76799,13109
76800,923
76801,14591
76802,1641
76803,13356
76804,5248
76805,3051
76806,13712
76807,7717
76808,5109
76809,11526
76810,3448
76811,13498
76812,9728
76813,14201
76814,4698
76815,11335
76816,14129
76817,10661
76818,3471
76819,631
76820,5742
76821,13868
76822,2315
76823,15418
76824,7668
76825,96
76826,2690
76827,8026
76828,3209
76829,6206
76830,3001
76831,13624
76832,4884
76833,6045
76834,1870
76835,12449
76836,2208
76837,3280
76838,10863
76839,14095
76840,2632
76841,14703
76842,9422
76843,8801
76844,11961
76845,9755
76846,8918
76847,12136
76848,5736
76849,4655
76850,2804
76852,9786
76853,142
76854,15276
76855,12991
76856,12606
76857,3013
76858,7551
76859,3331
76860,6847
76861,1054
76862,5804
76864,1538
76866,7807
76867,507
76868,5027
76869,9583
76870,3869
76871,14642
76872,3452
76874,13112
76875,2908
76876,3099
76877,3998
76878,14113
76879,1449
76880,12249
76881,14499
76882,11381
76883,3841
76884,6223
76885,7893
76886,13434
76887,11925
76888,5961
76889,6599
76890,5951
76891,8870
76892,9662
76893,13126
76894,3907
76895,5633
76896,14821
76897,4286
76898,8711
76899,13545
76900,336
76901,9624
76902,9855
76903,14581
76904,9389
76905,679
76906,2398
76907,14936
76908,14371
76910,7640
76911,5431
76912,15268
76913,1485
76914,11683
76915,2627
76917,7585
76918,4
76919,11812
76920,3529
76921,4406
76922,5532
76924,1387
76925,4332
76926,595
76927,5263
76928,219
76929,3080
76930,10932
76931,14445
76932,1716
76933,7837
76934,8599
76935,161
76936,9811
76937,2986
76938,10250
76939,12316
76940,4597
76941,4456
76942,13296
76943,11660
76944,3499
76945,10919
76946,13938
76947,4321
76948,15041
76949,2626
76950,14628
76951,1293
76952,12994
76953,1293
76954,6147
76956,14203
76957,10199
76958,7158
76959,9035
76960,11162
76961,4958
76962,8339
76963,8684
76964,6831
76965,15325
76966,2692
76967,281
76968,10714
76969,3336
76970,7775
76971,8363
76972,7158
76973,6187
76974,3343
76975,10118
76976,9359
76977,310
76978,923
76980,15176
76981,6465
76982,13957
76983,14950
76984,12526
76985,10847
76986,1718
76987,8431
76988,12798
76989,2397
76990,10208
76991,13704
76992,3119
76993,10324
76994,2620
76995,8825
76996,4770
76997,12509
76998,15478
76999,2879
77000,6171
77001,1973
77002,13187
77003,3037
77004,3057
77005,8455
77006,5012
77007,1365
77008,12285
77009,15271
77010,10463
77011,10774
77012,3333
77013,15211
77014,5814
77015,6868
77016,2110
77018,10
77019,10728
77020,10189
77021,12645
77022,14457
77024,9993
77025,2376
77026,8706
77027,15128
77028,73
77029,8413
77030,4682
77031,14322
77032,753
77033,783
77034,3528
77035,3207
77036,7330
77037,8766
77038,6027
77039,14871
77040,6193
77041,147
77042,5789
77043,1051
77044,6074
77045,5923
77046,2305
77047,5268
77048,6737
77049,808
77050,264
77051,1001
77052,7243
77053,2715
77054,5722
77055,910
77056,13764
77057,14994
77058,9233
77059,11015
77060,5198
77061,9712
77062,5571
77063,8664
77064,9937
77065,14362
77066,3861
77067,2113
77068,6763
77069,3566
77070,10129
77071,8833
77072,10079
77073,13850
77074,15465
77075,9772
77076,3509
77077,15406
77078,11922
77079,1474
77080,525
77081,11592
77082,9961
77083,4868
77084,4108
77085,9956
77086,10503
77087,6548
77088,8043
77089,5613
77090,11326
77091,6854
77092,5777
77093,2842
77094,6713
77095,13525
77096,94
77098,12135
77099,7340
77100,12133
77101,1635
77102,13262
77103,4121
77104,10343
77105,2828
77106,2433
77107,4878
77108,13431
77109,7607
77110,11677
77111,11650
77112,14838
77113,356
77114,8660
77117,10469
77118,9638
77119,5540
77120,8200
77121,3167
77122,14523
77123,1446
77124,2698
77125,77
77126,7194
77127,882
77128,10321
77129,47
77130,6594
77131,4347
77132,763
77133,13365
77134,15352
77135,4765
77136,5195
77137,4200
77138,8255
77139,4123
77140,3523
77141,6481
77142,5202
77143,975
77144,14831
77145,94
77146,13073
77147,9727
77148,5793
77149,14934
77150,1889
77151,11494
77153,5707
77154,10560
77155,2945
77156,11031
77157,14423
77158,7145
77159,13906
77160,12352
77161,11209
77162,13715
77163,6445
77164,3736
77165,121
77166,12887
77167,864
77168,14140
77169,9742
77170,12266
77171,8873
77172,1580
77173,12278
77174,7432
77176,11143
77177,13731
77178,9626
77179,10066
77180,1073
77182,7047
77183,14893
77184,10527
77185,2273
77186,9350
77187,4099
77189,3079
77191,1389
77192,12756
77193,6296
77194,242
77195,9515
77196,7011
77198,246
77199,1245
77200,6364
77201,14167
77202,10170
77203,5875
77204,3374
77205,2107
77207,811
77208,6885
77209,2289
77211,3925
77212,389
77213,6012
77214,6274
77215,2087
77216,4385
77217,4870
77218,95
77219,3473
77221,6168
77222,1941
77223,2097
77224,13065
77225,1009
77226,8414
77227,3570
77228,4377
77229,307
77230,8393
77231,11775
77233,5985
77234,8073
77235,15213
77236,11014
77237,371
77238,10592
77239,10548
77240,10481
77242,13293
77243,13033
77244,12424
77245,2020
77246,13883
77249,11067
77250,5957
77251,9381
77252,1323
77253,14473
77254,10622
77255,10845
77256,3254
77257,13926
77258,4949
77259,2748
77260,1570
77261,4411
77262,13240
77263,8082
77264,10902
77265,11645
77266,8910
77267,15311
77268,14266
77269,4822
77270,8057
77271,12537
77272,15260
77273,5858
77274,2512
77275,5939
77276,6166
77278,10054
77280,11458
77281,12254
77282,10058
77283,13036
77284,4757
77286,3502
77287,786
77288,4870
77289,6351
77290,1479
77292,10332
77293,8176
77294,1369
77295,12813
77296,9352
77297,9135
77298,3067
77299,802
77300,8168
77301,2274
77302,1296
77303,6503
77304,12482
77305,4403
77306,8167
77307,9070
77308,1409
77309,1694
77310,12867
77311,5862
77312,3278
77313,13127
77315,14755
77316,1559
77317,4887
77318,4459
77319,9683
77321,5332
77322,663
77323,3223
77324,13000
77325,1745
77326,10579
77327,1468
77328,2594
77329,7752
77330,853
77331,10994
77332,3421
77333,12417
77334,14204
77336,13587
77337,1103
77338,13415
77339,9275
77340,4108
